RA,Nome,Gênero,Turma,Escola,Instituição de ensino,Ativo/ Inativo,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2024,INDE 2022,INDE 2023,INDE 2024,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Avaliador4,Avaliador5,Avaliador6,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-1483,Aluno-1483,Masculino,2K,EE Jardim Campestre,Pública,Cursando,2024,2K,Fase 2 (5° e 6° ano),0,Ametista,,,7.311433695700001,2013-09-03 00:00:00,11,,,,,,,,4,Avaliador-17,,Avaliador-19,,Avaliador-25,Avaliador-2,,,9.502,7.913043478500001,7.51,5.78125,,6.5,6.0,7.0,,,,5.7475,10.0,,,,2024
RA-1484,Aluno-1484,Feminino,2L,EE Maria André Schunck Dona,Pública,Cursando,2024,2L,Fase 3 (7° e 8° ano),-1,Ametista,,,7.754200000000001,2010-08-06 00:00:00,14,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,10.0,6.26,7.5,,7.0,5.0,9.0,,,,7.89,5.0,,,,2024
RA-1485,Aluno-1485,Masculino,2L,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2024,2L,Fase 3 (7° e 8° ano),-1,Agata,,,6.7386875776999995,2011-04-04 00:00:00,13,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,7.7432712215,5.625,7.5,,5.0,5.0,5.0,,,,7.386666667,5.0,,,,2024
RA-1486,Aluno-1486,Masculino,2L,EE Maria André Schunck Dona,Pública,Cursando,2024,2L,Fase 2 (5° e 6° ano),0,Agata,,,6.865474509900001,2013-06-26 00:00:00,11,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,5.431372549,6.26,7.916666667,,5.75,6.0,5.5,,,,7.056666667,10.0,,,,2024
RA-1487,Aluno-1487,Feminino,2L,EE Maria André Schunck Dona,Pública,Cursando,2024,2L,Fase 3 (7° e 8° ano),-1,Topázio,,,8.0267434782,2011-08-26 00:00:00,13,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.5652173915,6.26,7.708333333,,8.25,7.0,9.5,,,,7.833333333,5.0,,,,2024
RA-1488,Aluno-1488,Feminino,2L,EE Maria André Schunck Dona,Pública,Cursando,2024,2L,Fase 2 (5° e 6° ano),0,Agata,,,6.7668935818000016,2013-01-03 00:00:00,11,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,7.111801242,7.51,7.5,,3.5,7.0,0.0,,,,6.716666667,10.0,,,,2024
RA-1489,Aluno-1489,Masculino,2L,EE Maria André Schunck Dona,Pública,Cursando,2024,2L,Fase 3 (7° e 8° ano),-1,Quartzo,,,5.9842289855000015,2012-05-04 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,5.793478261000001,6.26,6.666666667,,5.0,5.0,5.0,,,,5.663333333,5.0,,,,2024
RA-149,Aluno-149,Feminino,5D,EE Leonice de Aquino Oliveira,Pública,Cursando,2022,5D,Fase 7 (3° EM),-2,Quartzo,6.322651405982906,5.622266667,5.7316173854,2007-02-05 00:00:00,17,,,Ágata,Quartzo,,,,5,Avaliador-23,,Avaliador-26,,Avaliador-22,Avaliador-1,Avaliador-5,,9.585,4.104378593666667,6.26,7.34375,,3.8333333333333335,0.0,6.5,5.0,,,6.626,5.0,,,,2024
RA-1490,Aluno-1490,Feminino,2L,Rede Decisão - Unidade União,Privada,Cursando,2024,2L,Fase 3 (7° e 8° ano),-1,Ametista,,,7.3725768116,2012-04-04 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,9.5652173915,6.26,6.666666667,,7.75,8.0,7.5,,,,6.333333333,5.0,,,,2024
RA-1491,Aluno-1491,Masculino,2L,EE Maria André Schunck Dona,Pública,Cursando,2024,2L,Fase 2 (5° e 6° ano),0,Ametista,,,7.5072,2012-07-13 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,6.25,7.51,7.5,,6.5,6.0,7.0,,,,7.78,10.0,,,,2024
RA-1492,Aluno-1492,Masculino,2L,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2024,2L,Fase 1 (3° e 4° ano),1,Topázio,,,8.479020512900002,2014-11-27 00:00:00,9,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.8141025645,7.51,8.75,,8.0,6.0,10.0,,,,8.45,10.0,,,,2024
RA-1493,Aluno-1493,Masculino,2M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2M,Fase 3 (7° e 8° ano),-1,Agata,,,6.378661323900001,2012-03-12 00:00:00,12,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,7.8468899525,7.51,7.1875,,4.0,3.5,4.5,,,,5.946666667,5.0,,,,2024
RA-1494,Aluno-1494,Feminino,2M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2M,Fase 2 (5° e 6° ano),0,Quartzo,,,5.8748823529,2013-03-06 00:00:00,11,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,0.0,6.7794117645,7.51,7.5,,4.25,8.5,0.0,,,,5.84,10.0,,,,2024
RA-1495,Aluno-1495,Feminino,2M,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2021,2M,Fase 2 (5° e 6° ano),0,Topázio,,,8.4845030302,2013-09-19 00:00:00,11,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,8.318181818,7.51,8.75,,8.25,8.5,8.0,,,,8.223333333,10.0,,,,2024
RA-1496,Aluno-1496,Feminino,2M,EE Maria André Schunck Dona,Pública,Cursando,2024,2M,Fase 2 (5° e 6° ano),0,Agata,,,6.7799738095,2012-09-21 00:00:00,12,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.002,5.714285714500001,7.51,7.8125,,4.25,2.5,6.0,,,,6.773333333,10.0,,,,2024
RA-1497,Aluno-1497,Feminino,2M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2M,Fase 2 (5° e 6° ano),0,Quartzo,,,5.2423787879,2012-05-18 00:00:00,12,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,0.0,5.0227272725,7.51,6.875,,2.0,4.0,0.0,,,,6.996666667,10.0,,,,2024
RA-1498,Aluno-1498,Feminino,2M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2M,Fase 3 (7° e 8° ano),-1,Ametista,,,7.147881818200001,2011-08-15 00:00:00,13,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.502,7.840909091,7.51,8.125,,7.0,5.0,9.0,,,,6.33,5.0,,,,2024
RA-1499,Aluno-1499,Feminino,2N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2N,Fase 2 (5° e 6° ano),0,Ametista,,,7.914800000000001,2012-11-03 00:00:00,12,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.418,9.25,6.885,8.125,,6.5,6.0,7.0,,,,7.11,10.0,,,,2024
RA-1500,Aluno-1500,Masculino,2N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2N,Fase 2 (5° e 6° ano),0,Ametista,,,7.360450000100002,2013-04-22 00:00:00,11,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,8.3333333335,6.885,8.4375,,3.5,2.0,5.0,,,,7.556666667,10.0,,,,2024
RA-1501,Aluno-1501,Feminino,2N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2N,Fase 2 (5° e 6° ano),0,Topázio,,,8.04495,2013-05-04 00:00:00,11,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,10.0,7.51,8.4375,,5.0,4.5,5.5,,,,7.5,10.0,,,,2024
RA-1502,Aluno-1502,Feminino,2N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2N,Fase 3 (7° e 8° ano),-1,Agata,,,6.886091025600001,2012-06-23 00:00:00,12,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,8.002,7.628205128,7.51,7.8125,,5.25,3.5,7.0,,,,7.39,5.0,,,,2024
RA-1503,Aluno-1503,Feminino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2P,Fase 3 (7° e 8° ano),-1,Agata,,,6.991699999900001,2011-05-25 00:00:00,13,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.502,10.0,7.51,8.958333333,,2.75,3.0,2.5,,,,7.723333333,5.0,,,,2024
RA-1504,Aluno-1504,Feminino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2P,Fase 3 (7° e 8° ano),-1,Agata,,,6.057060605999999,2012-06-26 00:00:00,12,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,7.5,4.6136363634999995,5.63,5.833333333,,6.75,5.0,8.5,,,,6.94,5.0,,,,2024
RA-1505,Aluno-1505,Masculino,2P,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,2P,Fase 3 (7° e 8° ano),-1,Agata,,,6.7199171717,2011-07-08 00:00:00,13,,,,,,,,3,Avaliador-20,,Avaliador-19,,Avaliador-2,,,,9.502,7.5252525255,7.51,8.75,,3.75,3.0,4.5,,,,6.943333333,5.0,,,,2024
RA-1506,Aluno-1506,Feminino,2R,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2024,2R,Fase 2 (5° e 6° ano),0,Ametista,,,7.151855844200001,2013-08-01 00:00:00,11,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.002,8.3874458875,7.51,6.458333333,,3.5,0.0,7.0,,,,7.886666667,10.0,,,,2024
RA-1507,Aluno-1507,Masculino,2R,EE Maria André Schunck Dona,Pública,Cursando,2024,2R,Fase 3 (7° e 8° ano),-1,Quartzo,,,5.046077056300001,2012-04-11 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.918,4.448051948,7.51,4.583333333,,5.0,5.0,5.0,,,,3.776666667,5.0,,,,2024
RA-1508,Aluno-1508,Feminino,2R,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2024,2R,Fase 2 (5° e 6° ano),0,Topázio,,,8.1804207793,2013-12-17 00:00:00,10,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,7.502,7.2294372295,7.51,7.5,,9.25,10.0,8.5,,,,8.166666667,10.0,,,,2024
RA-1509,Aluno-1509,Masculino,2R,EE Maria André Schunck Dona,Pública,Cursando,2024,2R,Fase 2 (5° e 6° ano),0,Ametista,,,7.560230303200001,2013-05-26 00:00:00,11,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,6.5151515155,7.51,6.666666667,,7.5,7.0,8.0,,,,7.446666667,10.0,,,,2024
RA-1510,Aluno-1510,Feminino,2R,EE Maria André Schunck Dona,Pública,Cursando,2024,2R,Fase 2 (5° e 6° ano),0,Topázio,,,9.464745454400001,2013-02-10 00:00:00,11,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.7727272725,7.51,9.583333333,,10.0,10.0,10.0,,,,9.003333333,10.0,,,,2024
RA-1511,Aluno-1511,Feminino,2U,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2024,2U,Fase 2 (5° e 6° ano),0,Topázio,,,8.9217077641,2013-10-03 00:00:00,11,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,10.002,9.3271221535,7.51,8.4375,,8.75,8.0,9.5,,,,8.556666667,10.0,,,,2024
RA-1512,Aluno-1512,Feminino,2U,EE Helio Luiz Dobrochinski Prof,Pública,Cursando,2024,2U,Fase 2 (5° e 6° ano),0,Topázio,,,8.10445,2014-06-09 00:00:00,10,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.502,10.0,7.51,7.8125,,5.5,7.0,4.0,,,,7.61,10.0,,,,2024
RA-1513,Aluno-1513,Feminino,2U,EE Maria André Schunck Dona,Pública,Cursando,2024,2U,Fase 3 (7° e 8° ano),-1,Agata,,,6.5509171717,2012-06-13 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,8.502,7.5252525255,7.51,7.5,,3.75,4.0,3.5,,,,7.223333333,5.0,,,,2024
RA-1514,Aluno-1514,Feminino,2U,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2024,2U,Fase 2 (5° e 6° ano),0,Ametista,,,7.520576262600001,2012-10-26 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,9.002,7.979797980000001,7.51,7.1875,,5.5,5.0,6.0,,,,7.273333333,10.0,,,,2024
RA-1515,Aluno-1515,Feminino,2U,EE Maria André Schunck Dona,Pública,Cursando,2024,2U,Fase 3 (7° e 8° ano),-1,Quartzo,,,5.832133333300001,2012-04-20 00:00:00,12,,,,,,,,3,Avaliador-19,,Avaliador-25,,Avaliador-2,,,,6.418,6.6666666665,6.255,6.875,,3.5,6.0,1.0,,,,6.72,5.0,,,,2024
RA-1516,Aluno-1516,Feminino,3A,Colégio Arco Íris Evolução,Privada,Cursando,2024,3A,Fase 3 (7° e 8° ano),3,Ametista,,,7.217066033133334,2011-04-01 00:00:00,13,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,9.585,5.404288499000001,9.38,7.96875,,4.666666666666667,0.0,5.0,9.0,,,7.5475,10.0,,,,2024
RA-1517,Aluno-1517,Masculino,3A,EE Maria André Schunck Dona,Pública,Cursando,2024,3A,Fase 4 (9° ano),-1,Agata,,,6.240744444466667,2009-07-31 00:00:00,15,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,9.168,4.305555555666667,9.38,7.5,,4.666666666666667,5.0,4.5,4.5,,,6.7075,5.0,,,,2024
RA-1518,Aluno-1518,Feminino,3A,EE Leonice de Aquino Oliveira,Pública,Cursando,2022,3A,Fase 4 (9° ano),-1,Quartzo,,,5.721382142866666,2009-06-20 00:00:00,15,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,7.084,5.714285714333333,9.38,7.65625,,1.75,0.0,3.5,,,,6.5825,5.0,,,,2024
RA-1519,Aluno-1519,Masculino,3A,,,Cursando,2024,3A,Fase 3 (7° e 8° ano),3,Ametista,,,7.210222117800001,2009-09-09 00:00:00,15,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,9.585,5.560902255666666,8.755,7.96875,,4.833333333333333,0.0,6.5,8.0,,,7.5025,10.0,,,,2024
RA-152,Aluno-152,Feminino,5L,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2022,5L,Fase 7 (3° EM),-2,Agata,6.712044773504273,6.30695,6.5837938596,2006-11-30 00:00:00,17,,,Ágata,Agata,,,,3,Avaliador-23,,Avaliador-24,,Avaliador-7,,,,7.5,7.337719298333333,5.63,7.8125,,5.166666666666667,0.0,7.5,8.0,,,7.443333333,5.0,,,,2024
RA-1520,Aluno-1520,Feminino,3B,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2024,3B,Fase 4 (9° ano),-1,Ametista,,,7.0026462121333335,2010-06-23 00:00:00,14,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,8.334,9.060606060666666,8.75,7.65625,,3.75,4.0,3.5,,,,7.3325,5.0,,,,2024
RA-1521,Aluno-1521,Feminino,3B,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2024,3B,Fase 4 (9° ano),-1,Quartzo,,,5.065788844333333,2010-01-24 00:00:00,14,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,7.5,6.157902555,2.51,6.09375,,3.1666666666666665,2.0,5.5,2.0,,,5.4525,5.0,,,,2024
RA-1522,Aluno-1522,Masculino,3B,EE Leonice de Aquino Oliveira,Pública,Cursando,2024,3B,Fase 3 (7° e 8° ano),0,Topázio,,,8.3261,2011-01-19 00:00:00,13,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,8.751,10.0,9.38,6.875,,7.0,10.0,4.0,,,,7.1275,10.0,,,,2024
RA-1523,Aluno-1523,Masculino,3B,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2024,3B,Fase 2 (5° e 6° ano),1,Topázio,,,8.67371279,2012-12-04 00:00:00,11,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,6.666,9.283272283333334,8.755,8.90625,,8.166666666666666,8.0,6.5,10.0,,,8.755,10.0,,,,2024
RA-1524,Aluno-1524,Feminino,3B,EE Mario Francisco de Amorim,Pública,Cursando,2024,3B,Fase 4 (9° ano),-1,Quartzo,,,5.5473805555333335,2010-03-13 00:00:00,14,,,,,,,,4,Avaliador-21,,Avaliador-26,,Avaliador-23,Avaliador-5,,,7.917,2.777777777666667,7.51,7.65625,,4.0,4.0,,,,,6.9175,5.0,,,,2024
RA-1525,Aluno-1525,Masculino,3C,EE Joaquim Mendes Feliz,Pública,Cursando,2024,3C,Fase 3 (7° e 8° ano),0,Ametista,,,7.778263492033334,2011-01-18 00:00:00,13,,,,,,,,3,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,7.917,8.293650793666666,5.63,8.541666667,,7.0,6.5,5.5,9.0,,,7.553333333,10.0,,,,2024
RA-1526,Aluno-1526,Feminino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2024,3D,Fase 3 (7° e 8° ano),0,Ametista,,,7.9798,2011-08-09 00:00:00,13,,,,,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,9.168,10.0,8.75,8.125,,3.75,2.0,5.5,,,,8.1275,10.0,,,,2024
RA-1527,Aluno-1527,Masculino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2024,3D,Fase 3 (7° e 8° ano),0,Topázio,,,8.631675000000001,2010-12-31 00:00:00,13,,,,,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,9.168,10.0,7.51,7.96875,,8.0,9.0,7.0,,,,7.835,10.0,,,,2024
RA-1528,Aluno-1528,Masculino,3D,EE Alexandre Rodrigues Nogueira,Pública,Cursando,2024,3D,Fase 3 (7° e 8° ano),0,Ametista,,,7.622584090933335,2011-01-20 00:00:00,13,,,,,,,,4,Avaliador-22,,Avaliador-23,,Avaliador-26,Avaliador-5,,,9.168,7.787878788,7.51,7.96875,,5.666666666666667,3.0,6.0,8.0,,,7.335,10.0,,,,2024
RA-1529,Aluno-1529,Feminino,3F,EE João Ortiz Rodrigues,Pública,Cursando,2024,3F,Fase 4 (9° ano),-1,Agata,,,6.710079487200001,2010-04-01 00:00:00,14,,,,,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-7,,6.666,7.435897436,7.51,8.125,,5.5,6.0,5.5,5.0,,,6.964,5.0,,,,2024
RA-153,Aluno-153,Feminino,7E,Colégio Albert Einstein - SP,Privada - Programa de Apadrinhamento,Cursando,2021,7E,Fase 5 (1° EM),2,Quartzo,7.535259906926407,7.289966667,4.78185,2008-08-15 00:00:00,16,Ágata,Ametista,Ametista,Ametista,,,,0,,,,,,,,,8.751,0.0,6.5675,7.5,,0.0,0.0,0.0,0.0,,,7.5,10.0,,,,2024
RA-1530,Aluno-1530,Masculino,3F,EE João Ortiz Rodrigues,Pública,Cursando,2024,3F,Fase 3 (7° e 8° ano),0,Quartzo,,,4.6391535714200005,2011-08-07 00:00:00,13,,,,,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-7,,0.0,2.5238095237666665,8.13,7.03125,,2.8333333333333335,1.5,7.0,0.0,,,5.258,10.0,,,,2024
RA-1531,Aluno-1531,Masculino,3F,EE João Ortiz Rodrigues,Pública,Cursando,2024,3F,Fase 4 (9° ano),-1,Ametista,,,7.0491790134,2010-01-24 00:00:00,14,,,,,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-7,,8.751,7.9726867336666665,7.505,7.34375,,5.833333333333333,4.5,8.0,5.0,,,7.14,5.0,,,,2024
RA-1532,Aluno-1532,Masculino,3H,EE João Ortiz Rodrigues,Pública,Cursando,2024,3H,Fase 4 (9° ano),-1,Quartzo,,,4.548544781066667,2009-09-22 00:00:00,15,,,,,,,,5,Avaliador-16,,Avaliador-26,,Avaliador-22,Avaliador-10,Avaliador-25,,0.0,3.9057239053333332,7.51,7.5,,2.0,0.0,6.0,0.0,,,6.832,5.0,,,,2024
RA-1533,Aluno-1533,Feminino,3I,EE Joaquim Mendes Feliz,Pública,Cursando,2024,3I,Fase 3 (7° e 8° ano),0,Topázio,,,9.089828985533336,2010-11-01 00:00:00,14,,,,,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,9.168,9.710144927666667,8.135,8.5,,9.5,10.0,8.5,10.0,,,8.3375,10.0,,,,2024
RA-1534,Aluno-1534,Feminino,3I,EE Paschoal Carlos Magno,Pública,Cursando,2024,3I,Fase 3 (7° e 8° ano),0,Ametista,,,7.188366666666667,2010-12-28 00:00:00,13,,,,,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,7.917,9.666666666666666,8.135,8.0,,1.1666666666666667,2.0,1.5,0.0,,,8.0825,10.0,,,,2024
RA-1535,Aluno-1535,Feminino,3I,EE Paschoal Carlos Magno,Pública,Cursando,2024,3I,Fase 3 (7° e 8° ano),0,Ametista,,,7.109390969933334,2011-09-08 00:00:00,13,,,,,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,8.751,5.103121516333333,7.51,7.125,,5.833333333333333,7.5,5.5,4.5,,,7.9175,10.0,,,,2024
RA-1536,Aluno-1536,Feminino,3I,EE Paschoal Carlos Magno,Pública,Cursando,2024,3I,Fase 4 (9° ano),-1,Ametista,,,7.653744444466668,2009-10-24 00:00:00,15,,,,,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,9.168,8.722222222333334,8.135,7.875,,7.0,10.0,3.5,7.5,,,7.4575,5.0,,,,2024
RA-1537,Aluno-1537,Feminino,3I,EE Joaquim Mendes Feliz,Pública,Cursando,2024,3I,Fase 4 (9° ano),-1,Topázio,,,8.176263231333333,2010-06-22 00:00:00,14,,,,,,,,4,Avaliador-21,,Avaliador-23,,Avaliador-26,Avaliador-17,,,9.168,8.33064949,8.135,8.125,,8.666666666666666,10.0,6.0,10.0,,,8.67,5.0,,,,2024
RA-1538,Aluno-1538,Masculino,3K,EE Maria André Schunck Dona,Pública,Cursando,2021,3K,Fase 2 (5° e 6° ano),1,Ametista,,,7.9631703704333345,2010-11-29 00:00:00,13,,,,,,,,3,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,9.168,7.935185184999999,8.13,7.916666667,,7.166666666666667,7.5,6.0,8.0,,,7.106666667,10.0,,,,2024
RA-1539,Aluno-1539,Feminino,3K,EE Maria André Schunck Dona,Pública,Cursando,2024,3K,Fase 3 (7° e 8° ano),0,Ametista,,,7.709588888900001,2011-10-28 00:00:00,13,,,,,,,,3,Avaliador-21,,Avaliador-7,,Avaliador-10,,,,6.667,9.027777777666666,6.885,7.708333333,,6.833333333333333,6.0,7.0,7.5,,,7.056666667,10.0,,,,2024
RA-1540,Aluno-1540,Feminino,3M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,3M,Fase 4 (9° ano),-1,Quartzo,,,5.696233333333334,2010-05-27 00:00:00,14,,,,,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,8.334,5.0,7.51,7.125,,2.6666666666666665,2.0,2.0,4.0,,,6.83,5.0,,,,2024
RA-1541,Aluno-1541,Masculino,3M,EM Alfredo Schunk,Pública,Cursando,2024,3M,Fase 3 (7° e 8° ano),0,Topázio,,,8.337,2011-07-21 00:00:00,13,,,,,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,9.168,8.633333333333333,6.88,8.25,,8.166666666666666,9.0,7.0,8.5,,,7.736,10.0,,,,2024
RA-1542,Aluno-1542,Feminino,3M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,3M,Fase 5 (1° EM),-2,Agata,,,6.0886079922,2008-09-18 00:00:00,16,,,,,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,7.501,6.304873294333333,8.135,7.375,,3.1666666666666665,1.0,3.5,5.0,,,6.966,5.0,,,,2024
RA-1543,Aluno-1543,Masculino,3M,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,3M,Fase 4 (9° ano),-1,Agata,,,6.754584615400001,2010-02-08 00:00:00,14,,,,,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,7.5,8.076923077,7.51,7.25,,5.0,6.0,4.0,,,,7.066,5.0,,,,2024
RA-1544,Aluno-1544,Feminino,3M,EM Cecilia Cristina de Oliveira Rodrigues,Pública,Cursando,2024,3M,Fase 4 (9° ano),-1,Agata,,,6.905568627466667,2010-04-26 00:00:00,14,,,,,,,,5,Avaliador-20,,Avaliador-21,,Avaliador-17,Avaliador-26,Avaliador-10,,8.334,8.674509804,6.885,6.625,,5.833333333333333,5.5,5.5,6.5,,,6.598,5.0,,,,2024
RA-1545,Aluno-1545,Feminino,3N,EE Paschoal Carlos Magno,Pública,Cursando,2024,3N,Fase 3 (7° e 8° ano),0,Ametista,,,7.296598575533334,2012-01-13 00:00:00,12,,,,,,,,2,Avaliador-21,,Avaliador-23,,,,,,7.501,6.210826211,8.13,6.25,,8.166666666666666,8.0,6.5,10.0,,,6.165,10.0,,,,2024
RA-1546,Aluno-1546,Masculino,3N,EE Paschoal Carlos Magno,Pública,Cursando,2024,3N,Fase 3 (7° e 8° ano),0,Agata,,,6.900662108266667,2010-06-29 00:00:00,14,,,,,,,,2,Avaliador-21,,Avaliador-23,,,,,,8.334,6.374643874666667,8.75,7.5,,4.666666666666667,5.0,3.0,6.0,,,6.17,10.0,,,,2024
RA-1547,Aluno-1547,Feminino,3N,EE Donizetti Aparecido Leite Professor,Pública,Cursando,2024,3N,Fase 4 (9° ano),-1,Agata,,,6.748480626800001,2009-11-20 00:00:00,14,,,,,,,,2,Avaliador-21,,Avaliador-23,,,,,,7.917,6.467236467333334,8.13,7.5,,6.666666666666667,9.5,6.0,4.5,,,6.335,5.0,,,,2024
RA-1548,Aluno-1548,Feminino,3N,Estuda em outra cidade,Pública,Cursando,2024,3N,Fase 3 (7° e 8° ano),0,Agata,,,6.482499715066667,2011-01-25 00:00:00,13,,,,,,,,2,Avaliador-21,,Avaliador-23,,,,,,8.334,5.2421652420000004,7.51,7.5,,4.833333333333333,9.0,4.5,1.0,,,5.665,10.0,,,,2024
RA-1549,Aluno-1549,Masculino,3N,EE Maria André Schunck Dona,Pública,Cursando,2024,3N,Fase 5 (1° EM),-2,Agata,,,6.514862200466668,2009-01-31 00:00:00,15,,,,,,,,2,Avaliador-21,,Avaliador-23,,,,,,9.585,7.441394335666668,7.51,7.1875,,4.166666666666667,5.5,3.0,4.0,,,6.325,5.0,,,,2024
