RA,Nome,Gênero,Turma,Instituição de ensino,Ano ingresso,Fase,Fase Ideal,Defasagem,Pedra 2023,INDE 2022,INDE 2023,Data de Nasc,Idade,Pedra 20,Pedra 21,Pedra 22,Pedra 23,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,IPP,Rec Psicologia,IDA,Mat,Por,Ing,Indicado,Atingiu PV,IPV,IAN,Destaque IEG,Destaque IDA,Destaque IPV,Ano
RA-764,Aluno-764,Masculino,1N,Pública,2022,FASE 1,Fase 1 (3° e 4° ano),0,Ametista,8.004,7.682125,2014-04-01 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.2,7.52,8.28125,,7.8,6.0,9.5,,,,8.56,10.0,,,,2023
RA-1064,Aluno-1064,Masculino,1N,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,,8.4777,8/31/2013,10.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.8,7.52,9.375,,8.6,8.3,8.8,,,,8.84,5.0,,,,2023
RA-1065,Aluno-1065,Feminino,1N,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,,8.03395,2013-02-07 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,7.52,8.4375,,7.0,7.7,6.3,,,,8.84,5.0,,,,2023
RA-772,Aluno-772,Masculino,1N,Pública,2021,FASE 1,Fase 3 (7° e 8° ano),-2,Quartzo,6.994,5.930166667,7/22/2011,12.0,,Quartzo,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.2,7.52,6.875,,4.8,5.2,4.3,,,,8.003333333,5.0,,,,2023
RA-781,Aluno-781,Feminino,1N,Pública,2021,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,7.786,8.209283333,9/19/2013,10.0,,Topázio,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.5,9.8,7.52,8.4375,,7.9,7.0,8.8,,,,9.116666667,5.0,,,,2023
RA-1066,Aluno-1066,Feminino,1N,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,,7.262616667,9/16/2013,10.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,6.6,7.52,8.4375,,6.2,4.2,8.2,,,,8.783333333,5.0,,,,2023
RA-1067,Aluno-1067,Masculino,1N,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Agata,,6.541458333,8/21/2013,10.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.9,7.52,8.28125,,5.4,4.5,6.3,,,,9.006666667,5.0,,,,2023
RA-834,Aluno-834,Masculino,1N,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,8.136,8.662616667,2013-10-01 00:00:00,,,,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.9,6.27,9.6875,,9.2,9.0,9.3,,,,9.283333333,5.0,,,,2023
RA-722,Aluno-722,Feminino,1N,Pública,2021,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,7.41,7.3387,2013-05-10 00:00:00,,,Topázio,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.6,2.52,8.125,,6.4,4.5,8.2,,,,8.67,5.0,,,,2023
RA-1068,Aluno-1068,Masculino,1P,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,,8.472533333,2013-03-01 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.3,6.89,9.166666667,,9.0,8.3,9.7,,,,9.283333333,5.0,,,,2023
RA-796,Aluno-796,Feminino,1P,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,7.232,7.462866667,6/25/2012,11.0,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.8,6.27,7.083333333,,5.5,5.0,6.0,,,,8.336666667,5.0,,,,2023
RA-1069,Aluno-1069,Masculino,1P,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,,7.590033333,9/18/2012,11.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,7.8,7.52,8.125,,7.1,7.5,6.7,,,,8.226666667,5.0,,,,2023
RA-797,Aluno-797,Masculino,1P,Pública,2021,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,7.217,7.373033333,1/24/2012,11.0,,Ágata,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.6,7.52,6.041666667,,7.5,7.0,8.0,,,,7.233333333,5.0,,,,2023
RA-647,Aluno-647,Feminino,1P,Privada - Programa de Apadrinhamento,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,6.606,7.100566667,2012-02-11 00:00:00,,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.3,8.7,6.27,7.708333333,,5.2,4.7,5.7,,,,8.446666667,5.0,,,,2023
RA-814,Aluno-814,Masculino,1P,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,7.592,8.367866667,5/29/2013,10.0,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.6,6.89,8.333333333,,8.2,7.8,8.5,,,,9.226666667,5.0,,,,2023
RA-652,Aluno-652,Feminino,1P,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,8.151,7.871033333,2013-02-06 00:00:00,,,,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.4,6.89,8.125,,7.0,6.2,7.8,,,,8.446666667,5.0,,,,2023
RA-816,Aluno-816,Feminino,1P,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,8.513,8.5572,2013-04-05 00:00:00,,,,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.5,9.8,7.52,9.583333333,,8.9,7.8,10.0,,,,9.283333333,5.0,,,,2023
RA-640,Aluno-640,Feminino,1P,Pública,2022,FASE 1,Fase 3 (7° e 8° ano),-2,Agata,6.73,6.1105,10/18/2011,12.0,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.3,7.52,7.291666667,,4.9,4.0,5.8,,,,8.446666667,5.0,,,,2023
RA-810,Aluno-810,Masculino,1P,Pública,2021,FASE 1,Fase 1 (3° e 4° ano),0,Ametista,7.887,7.782866667,5/31/2014,9.0,,Ametista,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,8.5,7.52,5.833333333,,6.9,6.3,7.5,,,,7.836666667,10.0,,,,2023
RA-643,Aluno-643,Masculino,1P,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,6.763,7.389033333,2012-04-04 00:00:00,,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,8.2,7.52,6.041666667,,7.1,7.0,7.2,,,,7.613333333,5.0,,,,2023
RA-819,Aluno-819,Masculino,1P,Pública,2022,FASE 1,Fase 1 (3° e 4° ano),0,Ametista,7.741,7.944833333,5/24/2014,9.0,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.3,7.52,8.541666667,,9.5,9.7,9.3,,,,8.893333333,10.0,,,,2023
RA-1070,Aluno-1070,Masculino,1P,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Agata,,6.939033333,8/28/2012,11.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,7.8,3.14,7.708333333,,5.8,5.3,6.3,,,,8.67,5.0,,,,2023
RA-813,Aluno-813,Masculino,1R,Pública,2022,FASE 1,Fase 1 (3° e 4° ano),0,Ametista,7.093,7.5867,2014-03-10 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,8.4,7.52,8.125,,3.9,2.3,5.5,,,,8.06,10.0,,,,2023
RA-636,Aluno-636,Masculino,1R,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Agata,7.189,6.836666667,9/28/2012,11.0,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.3,5.64,8.333333333,,9.0,9.2,8.7,,,,7.446666667,5.0,,,,2023
RA-798,Aluno-798,Masculino,1R,Privada - Programa de Apadrinhamento,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,7.049,7.018033333,2012-03-01 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.1,7.52,6.458333333,,6.1,4.3,7.8,,,,6.95,5.0,,,,2023
RA-799,Aluno-799,Feminino,1R,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,7.676,8.061533333,2012-06-12 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.6,5.64,8.333333333,,8.3,7.8,8.8,,,,8.17,5.0,,,,2023
RA-815,Aluno-815,Masculino,1R,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Agata,6.81,6.122166667,2013-01-10 00:00:00,,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.6,5.02,6.875,,6.5,7.0,6.0,,,,7.063333333,5.0,,,,2023
RA-637,Aluno-637,Feminino,1R,Pública,2021,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,7.039,8.109533333,9/22/2012,11.0,,Topázio,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.5,7.52,8.333333333,,8.5,8.7,8.2,,,,8.17,5.0,,,,2023
RA-638,Aluno-638,Feminino,1R,Pública,2020,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,7.059,7.754866667,2013-05-01 00:00:00,,Topázio,Ametista,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.4,7.52,8.333333333,,6.5,6.8,6.2,,,,7.946666667,5.0,,,,2023
RA-801,Aluno-801,Masculino,1R,Pública,2022,FASE 1,Fase 1 (3° e 4° ano),0,Agata,6.644,6.8735,2013-11-12 00:00:00,,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.5,7.52,6.875,,7.6,6.8,8.3,,,,7.12,10.0,,,,2023
RA-802,Aluno-802,Masculino,1R,Pública,2021,FASE 1,Fase 2 (5° e 6° ano),-1,Topázio,7.831,8.126866667,3/30/2013,10.0,,Ametista,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.3,7.52,8.333333333,,9.4,9.3,9.5,,,,7.506666667,5.0,,,,2023
RA-1071,Aluno-1071,Masculino,1R,Pública,2023,FASE 1,Fase 2 (5° e 6° ano),-1,Agata,,6.414033333,4/25/2012,11.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,7.52,5.625,,3.5,1.7,5.3,,,,6.396666667,5.0,,,,2023
RA-817,Aluno-817,Feminino,1R,Pública,2022,FASE 1,Fase 1 (3° e 4° ano),0,Ametista,7.819,7.8597,2014-03-06 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,8.8,6.89,8.125,,5.4,5.0,5.7,,,,7.89,10.0,,,,2023
RA-818,Aluno-818,Masculino,1R,Pública,2022,FASE 1,ALFA (1° e 2° ano),1,Ametista,7.483,7.997366667,2015-04-03 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.4,7.52,8.125,,6.2,5.5,6.8,,,,7.613333333,10.0,,,,2023
RA-804,Aluno-804,Masculino,1R,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,6.848,7.2352,6/18/2012,11.0,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.6,6.27,5.833333333,,6.9,6.2,7.5,,,,7.173333333,5.0,,,,2023
RA-645,Aluno-645,Feminino,1R,Pública,2022,FASE 1,Fase 2 (5° e 6° ano),-1,Ametista,6.086,7.613033333,10/25/2012,11.0,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.5,6.27,8.125,,7.3,6.5,8.0,,,,8.116666667,5.0,,,,2023
RA-479,Aluno-479,Masculino,2A,Privada - Programa de Apadrinhamento,2020,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.465,8.988866667,2012-10-08 00:00:00,,Topázio,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,10.0,2.52,9.791666667,,9.7,9.3,10.0,,,,9.6375,10.0,,,,2023
RA-493,Aluno-493,Feminino,2A,Pública,2020,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,8.306,7.934366667,4/19/2013,10.0,Topázio,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.6,2.52,8.541666667,,6.0,4.7,7.2,,,,8.84,10.0,,,,2023
RA-1072,Aluno-1072,Masculino,2A,Pública,2023,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,,8.0152,12/28/2011,11.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.6,5.0,8.125,,6.7,5.2,8.2,,,,8.7125,10.0,,,,2023
RA-536,Aluno-536,Feminino,2A,Pública,2020,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,7.106,7.759533333,11/27/2012,10.0,Topázio,Ametista,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.0,9.3,2.52,8.333333333,,5.9,5.0,6.8,,,,9.17,10.0,,,,2023
RA-1073,Aluno-1073,Feminino,2A,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,,6.384333333,2011-02-06 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,8.8,2.52,8.333333333,,6.2,4.8,7.5,,,,9.045,5.0,,,,2023
RA-494,Aluno-494,Feminino,2A,Privada,2022,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,6.407,7.116633333,4/20/2011,12.0,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.9,9.0,2.52,7.708333333,,6.8,6.3,7.3,,,,8.71,5.0,,,,2023
RA-496,Aluno-496,Masculino,2A,Privada,2018,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,6.683,6.603666667,2011-02-04 00:00:00,,Quartzo,Quartzo,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,7.1,5.0,7.916666667,,8.3,7.5,9.0,,,,8.71,5.0,,,,2023
RA-497,Aluno-497,Feminino,2A,Privada - Programa de apadrinhamento,2016,FASE 2,Fase 4 (9° ano),-2,Quartzo,6.323,5.7191,2009-01-07 00:00:00,,Quartzo,Quartzo,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,5.3,8.7,2.52,6.25,,3.5,1.7,5.3,,,,6.885,5.0,,,,2023
RA-1074,Aluno-1074,Feminino,2A,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,,6.195833333,12/23/2010,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.8,2.52,7.083333333,,6.0,8.0,4.0,,,,7.8775,5.0,,,,2023
RA-486,Aluno-486,Feminino,2A,Privada,2020,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,7.621,7.1043,1/31/2012,11.0,Topázio,Topázio,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.4,6.4,2.52,7.5,,6.2,3.3,9.0,,,,8.7525,10.0,,,,2023
RA-1075,Aluno-1075,Feminino,2A,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,,6.591333333,12/19/2010,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.6,5.0,7.708333333,,5.5,5.0,6.0,,,,9.0025,5.0,,,,2023
RA-578,Aluno-578,Masculino,2A,Privada - Programa de Apadrinhamento,2019,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.814,9.013866667,8/13/2012,11.0,Ametista,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,10.0,2.52,9.791666667,,9.7,9.8,9.5,,,,9.7625,10.0,,,,2023
RA-513,Aluno-513,Masculino,2A,Privada,2021,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.229,8.297866667,1/17/2013,10.0,,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.7,2.52,8.541666667,,7.5,7.2,7.8,,,,9.0075,10.0,,,,2023
RA-487,Aluno-487,Feminino,2A,Privada - Programa de Apadrinhamento,2019,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.417,8.988866667,1/13/2012,11.0,Topázio,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.9,5.0,9.166666667,,9.5,9.2,9.7,,,,9.26,10.0,,,,2023
RA-1076,Aluno-1076,Feminino,2A,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,,7.901033333,2011-11-08 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.7,2.52,8.333333333,,8.5,9.0,8.0,,,,8.8775,5.0,,,,2023
RA-490,Aluno-490,Feminino,2A,Privada,2022,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,7.576,7.429466667,2012-08-04 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,7.9,2.52,8.541666667,,5.8,2.8,8.7,,,,9.0075,10.0,,,,2023
RA-491,Aluno-491,Masculino,2A,Pública,2022,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,7.461,7.560533333,2011-05-12 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.6,2.52,7.708333333,,5.0,3.3,6.7,,,,8.3375,10.0,,,,2023
RA-1077,Aluno-1077,Masculino,2B,Pública,2023,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,,7.2115,2012-03-04 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.7,2.52,8.75,,7.3,6.8,7.8,,,,8.4225,10.0,,,,2023
RA-484,Aluno-484,Masculino,2B,Pública,2022,FASE 2,Fase 3 (7° e 8° ano),-1,Quartzo,6.71,5.515466667,7/13/2011,12.0,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.4,7.5,2.52,5.416666667,,3.6,3.2,4.0,,,,6.8,5.0,,,,2023
RA-508,Aluno-508,Masculino,2B,Pública,2022,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,6.575,7.671633333,10/27/2012,10.0,,,Ágata,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.4,8.6,2.52,8.333333333,,7.5,6.2,8.7,,,,8.6725,10.0,,,,2023
RA-495,Aluno-495,Masculino,2B,Privada,2022,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,7.857,7.417366667,2011-03-09 00:00:00,,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.4,2.52,8.541666667,,7.4,6.0,8.8,,,,8.755,5.0,,,,2023
RA-1078,Aluno-1078,Masculino,2B,Pública,2023,FASE 2,Fase 4 (9° ano),-2,Agata,,6.472333333,4/16/2009,14.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,5.3,6.8,2.52,8.958333333,,6.4,4.3,8.5,,,,8.2975,5.0,,,,2023
RA-340,Aluno-340,Masculino,2B,Pública,2017,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,7.721,7.059666667,2011-12-02 00:00:00,,Ametista,Ágata,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.6,2.52,9.166666667,,8.9,9.0,8.7,,,,8.505,5.0,,,,2023
RA-1079,Aluno-1079,Masculino,2B,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,,6.916533333,2010-02-12 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,8.1,2.52,7.083333333,,7.6,7.3,7.8,,,,7.13,5.0,,,,2023
RA-1080,Aluno-1080,Masculino,2B,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,,6.571966667,6/15/2011,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,10.0,5.0,8.541666667,,1.5,0.0,3.0,,,,8.13,5.0,,,,2023
RA-1081,Aluno-1081,Feminino,2B,Pública,2023,FASE 2,Fase 4 (9° ano),-2,Ametista,,7.666033333,7/29/2009,14.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,10.0,2.52,8.958333333,,6.5,8.0,5.0,,,,8.59,5.0,,,,2023
RA-1082,Aluno-1082,Feminino,2B,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,,7.1617,2011-07-04 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.5,2.52,8.75,,5.0,3.5,6.5,,,,8.4225,5.0,,,,2023
RA-1083,Aluno-1083,Feminino,2B,Pública,2023,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,,8.2345,6/28/2013,10.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,6.8,10.0,5.0,8.75,,7.5,7.0,8.0,,,,8.38,10.0,,,,2023
RA-531,Aluno-531,Masculino,2B,Pública,2022,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.057,8.3252,6/19/2012,11.0,,,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,2.52,8.75,,7.7,6.3,9.0,,,,8.59,10.0,,,,2023
RA-1084,Aluno-1084,Feminino,2B,Pública,2023,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,,7.9948,6/13/2012,11.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.4,10.0,2.52,8.75,,6.8,5.0,8.5,,,,8.38,10.0,,,,2023
RA-516,Aluno-516,Masculino,2B,Privada - Programa de Apadrinhamento,2019,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.903,8.6807,6/27/2013,10.0,Topázio,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.8,2.52,8.75,,9.3,9.0,9.5,,,,8.7175,10.0,,,,2023
RA-348,Aluno-348,Masculino,2B,Pública,2022,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,5.864,6.817866667,2010-06-05 00:00:00,,,,Quartzo,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,8.7,2.52,8.541666667,,4.4,2.0,6.7,,,,8.0075,5.0,,,,2023
RA-1085,Aluno-1085,Feminino,2C,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Agata,,6.563833333,4/29/2011,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,0.0,9.8,2.52,8.958333333,,6.7,6.0,7.3,,,,8.13,5.0,,,,2023
RA-1086,Aluno-1086,Feminino,2C,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,,7.2382,6/21/2011,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.4,2.52,8.75,,5.7,6.0,5.3,,,,8.755,5.0,,,,2023
RA-1087,Aluno-1087,Feminino,2C,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,,7.2067,3/15/2011,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,10.0,9.5,2.52,8.75,,5.4,3.7,7.0,,,,8.0475,5.0,,,,2023
RA-509,Aluno-509,Feminino,2C,Pública,2018,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,7.808,7.606033333,11/28/2010,12.0,Ametista,Ágata,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,8.1,2.52,8.958333333,,8.6,8.2,9.0,,,,8.84,5.0,,,,2023
RA-499,Aluno-499,Masculino,2C,Pública,2020,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,7.826,7.8883,7/24/2012,11.0,Ágata,Ametista,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,7.9,10.0,2.52,8.75,,6.6,5.3,7.8,,,,8.2975,10.0,,,,2023
RA-500,Aluno-500,Feminino,2C,Pública,2020,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,8.232,8.427533333,6/29/2012,11.0,Topázio,Topázio,Topázio,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,2.52,8.958333333,,7.9,8.5,7.2,,,,8.7975,10.0,,,,2023
RA-1088,Aluno-1088,Masculino,2C,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,,7.4717,9/15/2010,13.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,9.8,2.52,8.75,,6.8,6.0,7.5,,,,7.9225,5.0,,,,2023
RA-1089,Aluno-1089,Feminino,2C,Pública,2023,FASE 2,Fase 2 (5° e 6° ano),0,Ametista,,7.9947,2012-08-03 00:00:00,,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.5,2.52,8.75,,7.0,6.0,8.0,,,,8.3375,10.0,,,,2023
RA-1090,Aluno-1090,Masculino,2C,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Ametista,,7.844033333,7/22/2010,13.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.0,9.6,2.52,8.958333333,,9.0,8.7,9.3,,,,7.88,5.0,,,,2023
RA-503,Aluno-503,Masculino,2C,Pública,2020,FASE 2,Fase 2 (5° e 6° ano),0,Topázio,7.95,8.4682,2012-08-09 00:00:00,,Topázio,Topázio,Ametista,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,9.5,10.0,2.52,8.75,,8.7,8.7,8.7,,,,8.255,10.0,,,,2023
RA-1091,Aluno-1091,Masculino,2C,Pública,2023,FASE 2,Fase 3 (7° e 8° ano),-1,Topázio,,8.032533333,10/15/2011,12.0,,,,,,,,3.0,Avaliador-15,,Avaliador-5,,Avaliador-2,,,,8.5,9.0,2.52,8.958333333,,9.5,9.3,9.7,,,,9.1725,5.0,,,,2023
